code,ticker,name,name_jp,market,sector33,sector17,yf_sector,yf_industry,currency,price,book_value_per_share,pbr,market_cap,trailing_pe,forward_pe,roe,trailing_eps,total_revenue,operating_margins,profit_margins,total_cash,total_debt,dividend_yield,fetched_at
2904,2904.T,"Ichimasa Kamaboko Co., Ltd.",一正蒲鉾,スタンダード（内国株式）,食料品,食品,Consumer Defensive,Packaged Foods,JPY,760.0,831.205,0.9143352,13927160832,34.73492,14.814815,0.024300002,21.88,35113000960,0.08804,0.011360001,1464000000,12298999808,1.83,2026-04-30
9001,9001.T,"Tobu Railway Co., Ltd.",東武鉄道,プライム（内国株式）,陸運業,運輸・物流,Industrials,Railroads,JPY,2793.0,3051.803,0.9151967,546536161280,11.109344,12.248388,,251.41,648903983104,0.13695,0.0,43948998656,799188975616,2.4,2026-04-30
9339,9339.T,"Coach A Co., Ltd.",コーチ・エィ,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Consumer Defensive,Education & Training Services,JPY,1231.0,1344.704,0.9154431,2909278976,29.337465,,0.031400003,41.96,3500999936,0.07242,0.02799,3422000128,0,1.61,2026-04-30
2429,2429.T,"World Holdings Co., Ltd.",ワールドホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他,Industrials,Staffing & Employment Services,JPY,2545.0,2779.806,0.9155315,45552271360,6.89459,7.1149006,0.14243001,369.13,284349988864,0.038829997,0.02328,39418998784,87876001792,5.33,2026-04-30
5357,5357.T,"Yotai Refractories Co., Ltd.",ヨータイ,プライム（内国株式）,ガラス・土石製品,建設・資材,Basic Materials,Building Materials,JPY,1667.0,1820.284,0.91579115,30565572608,13.866245,11.449175,0.07201,120.22,29061627904,0.15551,0.08128,4788806144,99530000,5.3,2026-04-30
6338,6338.T,Takatori Corporation,タカトリ,スタンダード（内国株式）,機械,機械,Technology,Semiconductors,JPY,1676.0,1829.306,0.91619444,8885729280,15.632871,,0.06322,107.21,7101000192,-0.20188,0.08604,5032000000,4100000000,2.35,2026-04-30
1786,1786.T,Oriental Shiraishi Corporation,オリエンタル白石,プライム（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,373.0,407.036,0.9163808,47979978752,13.465704,10.749279,0.06336,27.7,67185000448,0.05565,0.04967,13548999680,5001999872,3.81,2026-04-30
8522,8522.T,"The Bank of Nagoya, Ltd.",名古屋銀行,プライム（内国株式）,銀行業,銀行,Financial Services,Banks - Regional,JPY,5800.0,6317.43,0.9180948,285343907840,17.431551,,0.06537,332.73,101561999360,0.37027,0.19323,892978003968,387502014464,4.06,2026-04-30
3932,3932.T,Akatsuki Inc.,アカツキ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Electronic Gaming & Multimedia,JPY,2742.0,2986.562,0.9181125,39545860096,18.936464,13.179524,0.090579994,144.8,23988000768,0.20358999,0.15695,33265999872,10062999552,3.99,2026-04-30
6517,6517.T,"Denyo Co., Ltd.",デンヨー,プライム（内国株式）,電気機器,電機・精密,Industrials,Specialty Industrial Machinery,JPY,3590.0,3908.631,0.91848016,72464842752,14.842685,13.002535,,241.87,69515001856,0.13532,0.074039996,22556000256,3223000064,2.77,2026-04-30
4829,4829.T,"Nihon Enterprise Co.,Ltd.",日本エンタープライズ,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Technology,Software - Application,JPY,112.0,121.63,0.9208255,4315908608,131.76471,,0.00904,0.85,4505999872,0.011419999,0.00621,3804000000,0,2.68,2026-04-30
1379,1379.T,Hokuto Corporation,ホクト,プライム（内国株式）,水産・農林業,食品,Consumer Defensive,Farm Products,JPY,1825.0,1981.453,0.92104125,57120792576,10.364018,,0.107080005,176.09,85207998464,0.16868,0.07396,23503998976,30991998976,2.99,2026-04-30
5939,5939.T,"Otani Kogyo Co.,Ltd.",大谷工業,スタンダード（内国株式）,金属製品,建設・資材,Industrials,Electrical Equipment & Parts,JPY,5130.0,5563.88,0.92201847,3997147136,14.122116,,0.06471,363.26,7658999808,0.08101,0.035380002,1532000000,779000000,0.58,2026-04-30
1888,1888.T,"Wakachiku Construction Co., Ltd.",若築建設,プライム（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,3620.0,3925.371,0.9222058,46060490752,10.486979,,0.08552,345.19,101077999616,0.08497,0.041100003,16474000384,20938000384,3.49,2026-04-30
9948,9948.T,ARCS Company Limited,アークス,プライム（内国株式）,小売業,小売,Consumer Cyclical,Department Stores,JPY,3400.0,3681.32,0.9235817,181153202176,14.685556,15.294646,0.06547,231.52,626957025280,0.03521,0.01985,91182997504,29332000768,2.39,2026-04-30
4170,4170.T,"Kaizen Platform, Inc.",Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Advertising Agencies,JPY,162.0,175.284,0.9242144,2756003840,93.64162,13.5,0.00977,1.73,4353999872,-0.035520002,0.00666,2966000128,716000000,,2026-04-30
7189,7189.T,"Nishi-Nippon Financial Holdings, Inc.",西日本フィナンシャルホールディングス,プライム（内国株式）,銀行業,銀行,Financial Services,Banks - Regional,JPY,3952.0,4274.94,0.92445743,550449119232,15.381622,16.501043,0.07019,256.93,188184002560,0.31590998,0.21662001,1381467947008,1958558040064,2.91,2026-04-30
5711,5711.T,Mitsubishi Materials Corporation,三菱マテリアル,プライム（内国株式）,非鉄金属,鉄鋼・非鉄,Basic Materials,Other Industrial Metals & Mining,JPY,5074.0,5486.912,0.924746,663067820032,44.426933,15.09535,0.03817,114.21,1762860990464,0.036140002,0.01208,137419997184,685689012224,1.92,2026-04-30
4251,4251.T,KEIWA Incorporated,恵和,プライム（内国株式）,化学,素材・化学,Technology,Electronic Components,JPY,1194.0,1290.258,0.92539626,22083665920,9.779671,8.081219,0.09688,122.09,20472999936,0.18552,0.11078,9379000320,2155000064,4.18,2026-04-30
7602,7602.T,"Ledax Co.,Ltd.",レダックス,スタンダード（内国株式）,卸売業,商社・卸売,Consumer Cyclical,Auto & Truck Dealerships,JPY,198.0,213.952,0.92544127,4104327424,,,-0.05386,-10.84,19473000448,-0.011849999,-0.0137600005,878000000,640000000,3.05,2026-04-30
211A,211A.T,Cados Corporation,カドス・コーポレーション,スタンダード（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,4010.0,4331.242,0.9258314,4037669120,,,0.15554,-194.62,7587908096,0.12486,0.08673,1009824000,1123646976,4.41,2026-04-30
6822,6822.T,"Oi Electric Co., Ltd.",大井電気,スタンダード（内国株式）,電気機器,電機・精密,Technology,Communication Equipment,JPY,5440.0,5873.419,0.9262067,7278045184,5.417841,,0.15621,1004.09,30574000128,0.06371,0.04196,3259000064,6224000000,1.28,2026-04-30
7250,7250.T,Pacific Industrial Co Ltd,太平洋工業,プライム（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,,3254.331,0.9264577,173884440576,11.534048,15.653393,0.08808,261.4,217694994432,0.10536,0.072119996,36032000000,50918998016,0.0212,2026-04-30
4042,4042.T,Tosoh Corporation,東ソー,プライム（内国株式）,化学,素材・化学,Basic Materials,Chemicals,JPY,2399.5,2588.269,0.92706746,738863349760,18.889238,10.866316,,127.03,1023764004864,0.09789,0.0,136427003904,208332996608,4.14,2026-04-30
4977,4977.T,Nitta Gelatin Inc.,新田ゼラチン,スタンダード（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,1196.0,1289.545,0.9274589,21752471552,4.771594,10.101351,0.21492,250.65,37509001216,0.1144,0.121379994,5967000064,6888000000,2.96,2026-04-30
4958,4958.T,"T. Hasegawa Co., Ltd.",長谷川香料,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,2914.0,3141.334,0.9276314,117869338624,17.277363,15.177083,0.052589998,168.66,73644998656,0.088240005,0.08952,32221999104,0,3.43,2026-04-30
7477,7477.T,Muraki Corporation,ムラキ,スタンダード（内国株式）,卸売業,商社・卸売,Consumer Cyclical,Specialty Retail,JPY,1808.0,1948.407,0.92793757,2566674688,39.946976,,0.02369,45.26,7752999936,0.03679,0.00838,1420000000,0,1.67,2026-04-30
6038,6038.T,"IID, Inc.",イード,グロース（内国株式）,サービス業,情報通信・サービスその他,Communication Services,Advertising Agencies,JPY,920.0,990.74,0.9285988,4515776000,10.102119,29.299364,0.0991,91.07,6001999872,0.08939999,0.073979996,3295000064,427000000,2.4,2026-04-30
4094,4094.T,"Nihon Kagaku Sangyo Co., Ltd.",日本化学産業,スタンダード（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,2350.0,2527.291,0.9298494,45732503552,19.30502,,0.05292,121.73,26760841216,0.12792,0.09445,19502268416,0,3.79,2026-04-30
8706,8706.T,"Kyokuto Securities Co., Ltd.",極東証券,プライム（内国株式）,証券、商品先物取引業,金融（除く銀行）,Financial Services,Capital Markets,JPY,1554.0,1670.872,0.9300533,48948379648,10.331073,,0.09201,150.42,8190000128,0.14123,0.58486,44726001664,13400000512,6.96,2026-04-30
7022,7022.T,Sanoyas Holdings Corporation,サノヤスホールディングス,スタンダード（内国株式）,機械,機械,Industrials,Aerospace & Defense,JPY,311.0,334.043,0.9310179,10415034368,7.9276066,,0.17322999,39.23,28017000448,0.10782,0.06296,3022000128,11111000064,2.34,2026-04-30
9107,9107.T,"Kawasaki Kisen Kaisha, Ltd.",川崎汽船,プライム（内国株式）,海運業,運輸・物流,Industrials,Marine Shipping,JPY,2562.5,2752.34,0.9310259,1619741507584,8.538252,7.3333716,0.07177,300.12,1010718998528,0.09644,0.12197,321785987072,244941996032,4.8,2026-04-30
3907,3907.T,Silicon Studio Corporation,シリコンスタジオ,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Electronic Gaming & Multimedia,JPY,590.0,633.521,0.93130296,1619537024,7.8624735,,0.04977,75.04,4414000128,0.118669994,0.019709999,1242000000,265000000,1.71,2026-04-30
8023,8023.T,"DAIKO XTECH, Ltd.",ＤＡＩＫＯ　ＸＴＥＣＨ,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Technology,Electronics & Computer Distribution,JPY,967.0,1038.093,0.93151575,12252271616,7.984477,,0.12118,121.11,42780000256,0.018819999,0.03558,10172000256,1859000064,3.66,2026-04-30
2408,2408.T,"KG Intelligence CO., LTD.",ＫＧ情報,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Communication Services,Publishing,JPY,766.0,821.991,0.93188363,5607142400,16.69209,,0.07757,45.89,2800000000,0.17532,0.16429001,5022000128,0,4.86,2026-04-30
6302,6302.T,"Sumitomo Heavy Industries, Ltd.",住友重機械工業,プライム（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,5290.0,5671.985,0.9326541,632323964928,20.542095,15.828844,0.049239997,257.52,1080911003648,0.05234,0.029930001,124520996864,277351989248,2.61,2026-04-30
6637,6637.T,"Terasaki Electric Co.,Ltd.",寺崎電気産業,スタンダード（内国株式）,電気機器,電機・精密,Industrials,Electrical Equipment & Parts,JPY,4025.0,4313.445,0.9331289,49365315584,10.92266,16.388435,0.08767,368.5,59927998464,0.1016,0.07549,13237999616,2607000064,1.06,2026-04-30
6392,6392.T,Yamada Corporation,ヤマダコーポレーション,スタンダード（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,6800.0,7285.929,0.9333058,16277404672,9.578545,,0.08901,709.92,15422000128,0.15776,0.098170005,4048000000,731000000,3.09,2026-04-30
288A,288A.T,LAXUS TECHNOLOGIES INC,ラクサス・テクノロジーズ,グロース（内国株式）,サービス業,情報通信・サービスその他,Consumer Cyclical,Internet Retail,JPY,110.0,117.815,0.9336672,2834181120,15.363129,,0.67928004,7.16,2251000064,0.101169996,0.19147,1176051968,1090574976,,2026-04-30
9857,9857.T,Eiwa Corporation,英和,スタンダード（内国株式）,卸売業,商社・卸売,Industrials,Electrical Equipment & Parts,JPY,2655.0,2842.967,0.9338835,16802512896,8.848526,,0.11726,300.05,48591998976,0.07507,0.04157,6867999744,206000000,3.01,2026-04-30
5195,5195.T,"Bando Chemical Industries, Ltd.",バンドー化学,プライム（内国株式）,ゴム製品,自動車・輸送機,Industrials,Specialty Industrial Machinery,JPY,2032.0,2175.156,0.93418586,82808995840,27.407608,10.501292,0.05009,74.14,117508997120,0.09194,0.03753,17851000832,2700000000,3.91,2026-04-30
6804,6804.T,Hosiden Corporation,ホシデン,プライム（内国株式）,電気機器,電機・精密,Industrials,Electrical Equipment & Parts,JPY,2780.0,2974.568,0.93458945,136867414016,39.759727,11.227786,0.111049995,69.92,442829996032,0.06678,0.03562,68622000128,10168999936,1.85,2026-04-30
4901,4901.T,FUJIFILM Holdings Corporation,富士フイルムホールディングス,プライム（内国株式）,化学,素材・化学,Industrials,Conglomerates,JPY,2886.5,3086.623,0.9351644,3479181983744,12.850019,12.439129,0.07675,224.63,3298026061824,0.10493,0.08271,188134998016,1073979981824,2.39,2026-04-30
5076,5076.T,INFRONEER Holdings Inc.,インフロニア・ホールディングス,プライム（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,2132.0,2279.085,0.93546313,538526318592,12.957336,22.678438,0.113809995,164.54,1011766001664,0.06445,0.0625,198938001408,641924988928,4.28,2026-04-30
7354,7354.T,Direct Marketing MiX Inc.,ダイレクトマーケティングミックス,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Communication Services,Advertising Agencies,JPY,300.0,320.496,0.9360491,13656058880,10.445683,2.7522936,0.09386,28.72,22694000640,0.08177,0.05922,5522999808,6364000256,3.14,2026-04-30
9818,9818.T,"Daimaru Enawin Co., Ltd.",大丸エナウィン,スタンダード（内国株式）,卸売業,商社・卸売,Utilities,Utilities - Regulated Gas,JPY,1881.0,2007.007,0.93721646,14435963904,16.923077,,0.06506,111.15,33326000128,0.0364,0.029140001,3247000064,1732000000,1.53,2026-04-30
9247,9247.T,TRE Holdings Corporation,ＴＲＥホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他,Industrials,Waste Management,JPY,1599.0,1705.623,0.9374873,75191967744,4.8142347,12.074304,0.17698,332.14,123234000896,0.19368,0.11379,26589999104,64632000512,3.05,2026-04-30
5013,5013.T,Yushiro Inc.,ユシロ,スタンダード（内国株式）,石油・石炭製品,エネルギー資源,Basic Materials,Chemicals,JPY,3315.0,3535.896,0.9375276,43175952384,9.349353,,0.1148,354.57,52343001088,0.11396,0.096140005,11628999680,6227999744,4.07,2026-04-30
9987,9987.T,"Suzuken Co., Ltd.",スズケン,プライム（内国株式）,卸売業,商社・卸売,Healthcare,Medical Distribution,JPY,5550.0,5911.665,0.9388218,375390044160,13.1666355,17.89226,,421.52,2446912126976,0.015319999,0.01424,218700005376,0,1.8,2026-04-30
7327,7327.T,"Daishi Hokuetsu Financial Group, Inc.",第四北越フィナンシャルグループ,プライム（内国株式）,銀行業,銀行,Financial Services,Banks - Regional,JPY,1958.0,2084.957,0.9391081,513412300800,13.677005,,0.08083,143.16,202487005184,0.37433997,0.20758,2020551950336,1468983017472,3.14,2026-04-30
3402,3402.T,"Toray Industries, Inc.",東レ,プライム（内国株式）,繊維製品,素材・化学,Consumer Cyclical,Textile Manufacturing,JPY,1115.5,1187.145,0.9396493,1633998077952,29.026802,16.486845,0.02648,38.43,2558875926528,0.00984,0.0,245556002816,985114017792,1.75,2026-04-30
5268,5268.T,"Asahi Concrete Works Co., Ltd.",旭コンクリート工業,スタンダード（内国株式）,ガラス・土石製品,建設・資材,Industrials,Building Products & Equipment,JPY,958.0,1019.09,0.94005436,12618150912,59.172325,,0.01881,16.19,7065999872,0.11617,0.03326,4928999936,670000000,1.41,2026-04-30
5122,5122.T,"Okamoto Industries, Inc.",オカモト,プライム（内国株式）,ゴム製品,自動車・輸送機,Basic Materials,Specialty Chemicals,JPY,5690.0,6048.236,0.9407702,97235861504,17.482948,16.154676,0.05352,325.46,106739998720,0.051760003,0.04891,33706999808,3320000000,2.09,2026-04-30
8524,8524.T,"North Pacific Bank,Ltd.",北洋銀行,プライム（内国株式）,銀行業,銀行,Financial Services,Banks - Regional,JPY,992.0,1054.215,0.94098455,371124142080,15.214725,31.69329,0.069510005,65.2,156111994880,0.23477,0.18214001,1900904972288,926038032384,2.76,2026-04-30
8101,8101.T,GSI Creos Corporation,ＧＳＩクレオス,プライム（内国株式）,卸売業,商社・卸売,Consumer Cyclical,Textile Manufacturing,JPY,2418.0,2568.476,0.94141424,29596665856,12.031048,,0.08788,200.98,176947003392,0.021429999,0.01502,9045000192,12001999872,4.17,2026-04-30
8283,8283.T,Paltac Corporation,ＰＡＬＴＡＣ,プライム（内国株式）,卸売業,商社・卸売,Consumer Defensive,Household & Personal Products,JPY,4625.0,4907.794,0.9423786,281173295104,12.937426,,,357.49,993648967680,0.024719998,0.01847,66110001152,0,2.7,2026-04-30
8214,8214.T,AOKI Holdings Inc.,ＡＯＫＩホールディングス,プライム（内国株式）,小売業,小売,Consumer Cyclical,Apparel Retail,JPY,1553.0,1647.61,0.9425774,130701598720,15.060123,,0.06336,103.12,194604007424,0.06696,0.04486,18717999104,30662000640,5.09,2026-04-30
5019,5019.T,"Idemitsu Kosan Co.,Ltd.",出光興産,プライム（内国株式）,石油・石炭製品,エネルギー資源,Energy,Oil & Gas Refining & Marketing,JPY,1354.5,1436.848,0.9426884,1650149818368,39.558994,10.293336,,34.24,8258350743552,0.0050700004,0.0,239900999680,1601678999552,2.67,2026-04-30
2810,2810.T,House Foods Group Inc.,ハウス食品グループ本社,プライム（内国株式）,食料品,食品,Consumer Defensive,Packaged Foods,JPY,3017.0,3200.398,0.94269526,273939955712,22.476347,19.160421,0.041929998,134.23,318019010560,0.10064,0.03795,83000000512,18360000512,1.58,2026-04-30
6384,6384.T,"Showa Shinku Co., Ltd.",昭和真空,スタンダード（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,1727.0,1831.046,0.94317675,10665522176,15.351111,,0.06151,112.5,9464000512,0.04853,0.07238,6237000192,570000000,4.08,2026-04-30
7749,7749.T,"Medikit Co.,Ltd.",メディキット,スタンダード（内国株式）,精密機器,電機・精密,Healthcare,Medical Instruments & Supplies,JPY,2973.0,3149.933,0.9438296,43043352576,14.11882,,0.06894,210.57,23676999680,0.21620001,0.13068,20145000448,7000000,3.37,2026-04-30
7727,7727.T,OVAL Corporation,オーバル,スタンダード（内国株式）,精密機器,電機・精密,Technology,Scientific & Technical Instruments,JPY,699.0,739.86,0.9447734,14231975936,12.927687,,0.07875,54.07,15480999936,0.13743,0.07887,3531000064,2396000000,2.84,2026-04-30
7226,7226.T,"Kyokuto Kaihatsu Kogyo Co.,Ltd.",極東開発工業,プライム（内国株式）,輸送用機器,自動車・輸送機,Industrials,Farm & Heavy Construction Machinery,JPY,2699.0,2856.71,0.94479316,103759093760,81.344185,16.075045,0.02352,33.18,156488007680,0.05,0.01685,18627000320,40276000768,5.15,2026-04-30
9474,9474.T,"Zenrin Co., Ltd.",ゼンリン,プライム（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Internet Content & Information,JPY,851.0,900.17,0.945377,45431996416,16.578999,15.5975065,0.05511,51.33,64277000192,0.14713,0.042600002,11548000256,2395000064,4.78,2026-04-30
3641,3641.T,"Papyless Co., Ltd.",パピレス,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Publishing,JPY,994.0,1049.113,0.947467,8598261760,83.24958,,0.0058099995,11.94,14771000320,-0.020580001,0.00988,10814999552,0,1.01,2026-04-30
9639,9639.T,"Sankyo Frontier Co.,Ltd.",三協フロンテア,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Real Estate,Real Estate - Diversified,JPY,2153.0,2271.491,0.9478356,47850536960,9.3328705,,0.10864,230.69,53487001600,0.15507,0.09894,4092000000,4100000000,4.17,2026-04-30
3950,3950.T,The Pack Corporation,ザ・パック,プライム（内国株式）,パルプ・紙,素材・化学,Consumer Cyclical,Packaging & Containers,JPY,1313.0,1385.199,0.94787824,73006538752,12.266442,,0.07954,107.04,103125000192,0.09292,0.05841,26061000704,462000000,3.15,2026-04-30
7272,7272.T,"Yamaha Motor Co., Ltd.",ヤマハ発動機,プライム（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Manufacturers,JPY,1106.0,1166.801,0.9478908,1072350167040,6.889678,5.8441215,0.02882,160.53,2534202933248,0.00588,0.00636,398904000512,1044322975744,4.57,2026-04-30
4272,4272.T,"Nippon Kayaku Co., Ltd.",日本化薬,プライム（内国株式）,化学,素材・化学,Basic Materials,Chemicals,JPY,1725.0,1818.215,0.9487327,256157286400,11.818306,17.087667,0.07911,145.96,229227003904,0.09345999,0.09388,55061000192,53286998016,3.43,2026-04-30
6908,6908.T,"Iriso Electronics Co., Ltd.",イリソ電子工業,プライム（内国株式）,電気機器,電機・精密,Technology,Electronic Components,JPY,3365.0,3545.685,0.9490409,71844446208,19.957298,16.273335,0.042480003,168.61,61292998656,0.108389996,0.05627,25533999104,8339999744,3.38,2026-04-30
6161,6161.T,Estic Corporation,エスティック,スタンダード（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,1012.0,1065.825,0.94949925,10087479296,8.8153305,9.1236925,0.10271,114.8,7378999808,0.18417999,0.13931,2873999872,0,5.91,2026-04-30
9533,9533.T,"Toho Gas Co., Ltd.",東邦瓦斯,プライム（内国株式）,電気・ガス業,電力・ガス,Utilities,Utilities - Regulated Gas,JPY,1186.5,1248.664,0.95021564,431848652800,16.42442,5.3385825,0.06061,72.24,660815020032,0.01265,0.04157,30584999936,139662999552,4.45,2026-04-30
6905,6905.T,"Cosel Co., Ltd.",コーセル,プライム（内国株式）,電気機器,電機・精密,Industrials,Electrical Equipment & Parts,JPY,1263.0,1329.163,0.9502221,51952443392,,12.862817,-0.01138,-10.19,23181756416,-0.03847,-0.027379999,28704999424,263000000,4.32,2026-04-30
6563,6563.T,Mirai Works Inc.,みらいワークス,グロース（内国株式）,サービス業,情報通信・サービスその他,Industrials,Staffing & Employment Services,JPY,579.0,608.791,0.9510653,3022375424,33.899296,10.702403,0.11862001,17.08,3747000064,0.04876,0.022950001,892000000,0,,2026-04-30
189A,189A.T,D&M COMPANY CO LTD,Ｄ＆Ｍカンパニー,グロース（内国株式）,サービス業,情報通信・サービスその他,Healthcare,Medical Care Facilities,JPY,940.0,988.189,0.951235,2148839936,9.918751,,0.10366,94.77,1590000000,0.24865,0.14088,512000000,8007000064,2.15,2026-04-30
9778,9778.T,"Subaru Co., Ltd.",昴,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Consumer Defensive,Education & Training Services,JPY,5500.0,5778.4,0.9518206,3254778880,79.849014,,0.00853,68.88,3484999936,0.10094,0.00832,683000000,1731000064,2.18,2026-04-30
4028,4028.T,"Ishihara Sangyo Kaisha,Ltd.",石原産業,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,3005.0,3157.078,0.95182955,114956935168,8.6172285,12.243817,0.14339,348.72,147846004736,0.117580004,0.109689996,34958000128,71380000768,3.95,2026-04-30
5035,5035.T,HOUSEI Inc.,ＨＯＵＳＥＩ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,Technology,Information Technology Services,JPY,429.0,450.671,0.95191395,2869622272,,,-0.06553,-28.5,4778999808,0.04147,-0.040799998,1419000064,544000000,0.7,2026-04-30
8616,8616.T,"Tokai Tokyo Financial Holdings, Inc.",東海東京フィナンシャル・ホールディングス,プライム（内国株式）,証券、商品先物取引業,金融（除く銀行）,Financial Services,Capital Markets,JPY,704.0,739.501,0.95199335,177168580608,14.205004,14.023904,0.07359,49.56,86861996032,0.23823,0.15587,595698974720,660607991808,4.64,2026-04-30
5463,5463.T,Maruichi Steel Tube Ltd.,丸一鋼管,プライム（内国株式）,鉄鋼,鉄鋼・非鉄,Basic Materials,Steel,JPY,1451.5,1524.604,0.9520505,320999489536,11.278167,5.257153,0.09511,128.7,245971992576,0.13207,0.13329001,89702998016,3852999936,1.52,2026-04-30
1381,1381.T,"AXYZ Co., Ltd.",アクシーズ,スタンダード（内国株式）,水産・農林業,食品,Consumer Defensive,Farm Products,JPY,3805.0,3992.934,0.9529333,21367623680,9.546868,,0.10371,398.56,28039999488,0.1065,0.07974,8480999936,48000000,2.97,2026-04-30
6902,6902.T,DENSO Corporation,デンソー,プライム（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,1874.0,1964.915,0.9537308,5044708048896,11.493406,9.718908,0.08941,163.05,7539974995968,0.08641,0.05885,1189125947392,811282006016,4.01,2026-04-30
7228,7228.T,Daytona Corporation,デイトナ,スタンダード（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,3770.0,3951.782,0.954,8970462208,8.156642,6.6151953,0.12817,462.2,14375999488,0.09911,0.07986,2544999936,851000000,3.98,2026-04-30
6480,6480.T,"Nippon Thompson Co., Ltd.",日本トムソン,プライム（内国株式）,機械,機械,Industrials,Tools & Accessories,JPY,1104.0,1156.927,0.95425206,76991168512,23.921993,16.896236,0.052989997,46.15,59740999680,0.05314,0.06963,23313999872,28987000832,2.64,2026-04-30
2291,2291.T,"Fukutome Meat Packers, Ltd.",福留ハム,スタンダード（内国株式）,食料品,食品,Consumer Defensive,Packaged Foods,JPY,580.0,607.674,0.95445913,1935189120,,,-0.21576999,-155.0,23858999296,-0.01117,-0.01869,1240999936,6451999744,,2026-04-30
4689,4689.T,LY Corporation,ＬＩＮＥヤフー,プライム（内国株式）,情報・通信業,情報通信・サービスその他,Consumer Cyclical,Internet Retail,JPY,413.3,432.767,0.9550173,2832120676352,14.271409,19.295052,0.08517,28.96,1984076054528,0.13934,0.10539,1168780034048,1962109960192,1.75,2026-04-30
9064,9064.T,"Yamato Holdings Co., Ltd.",ヤマトホールディングス,プライム（内国株式）,陸運業,運輸・物流,Industrials,Trucking,JPY,1764.5,1846.382,0.9556528,558775926784,16.507626,16.318321,0.057930004,106.89,1856921010176,0.07964,0.01844,165704007680,190146002944,2.55,2026-04-30
2464,2464.T,"Aoba-BBT, Inc.",Ａｏｂａ‐ＢＢＴ,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Consumer Defensive,Education & Training Services,JPY,344.0,359.937,0.95572275,4356183552,18.02935,,0.03612,19.08,7666999808,0.059299998,0.021,3235000064,93000000,3.22,2026-04-30
4245,4245.T,"Daiki Axis Co., Ltd.",ダイキアクシス,スタンダード（内国株式）,化学,素材・化学,Industrials,Waste Management,JPY,696.0,726.29,0.9582949,9235086336,20.0,,0.04829,34.8,48320999424,0.040409997,0.00954,7919000064,17634000896,3.41,2026-04-30
2329,2329.T,Tohokushinsha Film Corporation,東北新社,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Entertainment,JPY,602.0,628.042,0.95853466,82889744384,8.772952,,0.16194001,68.62,47584002048,0.09395,0.27787,49223999488,0,4.49,2026-04-30
9827,9827.T,"Lilycolor Co., Ltd.",リリカラ,スタンダード（内国株式）,卸売業,商社・卸売,Consumer Cyclical,"Furnishings, Fixtures & Appliances",JPY,632.0,659.336,0.9585401,7784309760,14.891612,,0.06336,42.44,33206999040,0.059860002,0.01575,3976000000,2743000064,5.56,2026-04-30
3302,3302.T,"Teikoku Sen-i Co., Ltd.",帝国繊維,プライム（内国株式）,繊維製品,素材・化学,Industrials,Farm & Heavy Construction Machinery,JPY,2711.0,2827.468,0.95880836,69405253632,18.75735,,0.05387,144.53,33639000064,0.13303,0.11124,17820999680,56000000,2.32,2026-04-30
7823,7823.T,Artnature Inc.,アートネイチャー,スタンダード（内国株式）,その他製品,情報通信・サービスその他,Consumer Defensive,Household & Personal Products,JPY,809.0,843.164,0.9594812,26353788928,25.512457,,0.04536,31.71,43854999552,0.05989,0.02805,18230999040,0,3.45,2026-04-30
